"id","osm_id","name","highway","xy_start","xy_end","length","datetime","daytime","distance","travel_time","speed"
47,321063028,"Via Cappuccini","tertiary","40.6318298,17.9235845","40.6309155,17.9215916",200.152,"2025-11-06 14:00:02.783622","day",199,24,30
48,34024921,"Via Tor Pisana","unclassified","40.6326242,17.9389513","40.6323351,17.9392841",42.703,"2025-11-06 14:00:02.783622","day",42,5,30
49,656352206,"Via Schiavone","unclassified","40.6334261,17.9327122","40.6325555,17.9324393",100.424,"2025-11-06 14:00:02.783622","day",102,23,16
50,34063494,"Via Osanna","unclassified","40.6366326,17.9345676","40.6368149,17.9339525",55.99,"2025-11-06 14:00:02.783622","day",53,13,15
51,34177700,"Via Sant'Angelo","tertiary","40.6232109,17.9314857","40.6204335,17.933536",356.715,"2025-11-06 14:00:02.783622","day",358,74,17
52,269414030,"Via Tirolo","tertiary","40.6303611,17.9375046","40.6296715,17.9381088",92.072,"2025-11-06 14:00:02.783622","day",92,46,7
53,655695411,"Via San Giovanni Bosco","tertiary","40.6259461,17.9281479","40.6249152,17.9288817",130.46,"2025-11-06 14:00:02.783622","day",130,63,7
54,654298702,"Via Cappuccini","tertiary","40.6320356,17.9237829","40.631874,17.9237496",18.168,"2025-11-06 14:00:02.783622","day",17,3,20
55,666974867,"Viale Commenda","tertiary","40.6314783, 17.9365181","40.6315844, 17.9367414",22.693,"2025-11-06 14:00:02.783622","day",24,3,29
56,34149857,"Via Martiri delle Ardeatine","tertiary","40.6274193,17.9408964","40.6283516,17.9394671",161.938,"2025-11-06 14:00:02.783622","day",161,19,31
57,34024916,"Via Sicilia","unclassified","40.630295, 17.9371378","40.6271409,17.9315399",619.687,"2025-11-06 14:00:02.783622","day",593,95,22
58,264490413,"Via Arione","unclassified","40.635988,17.9301651","40.6334261,17.9327122",356.911,"2025-11-06 14:00:02.783622","day",359,75,17
60,34100020,"Via Magenta","unclassified","40.6273918,17.9242061","40.6284167,17.9264755",223.303,"2025-11-06 14:00:02.783622","day",224,35,23
62,269379796,"Via Verona","unclassified","40.6274112,17.9242321","40.628168,17.9233766",110.919,"2025-11-06 14:00:02.783622","day",115,21,20
63,34149875,"Via Bezzecca","unclassified","40.6246742,17.9268147","40.6252705,17.9270064",68.302,"2025-11-06 14:00:02.783622","day",68,18,14
64,161201131,"Via Solferino","unclassified","40.6262283, 17.925306","40.62721767, 17.9272157",204.062,"2025-11-06 14:00:02.783622","day",195,55,13
66,34038720,"Via Solferino","unclassified","40.6261149,17.9244858","40.6262175,17.9252617",68.41,"2025-11-06 14:00:02.783622","day",66,14,17
67,779695221,"Via Consolazione","unclassified","40.636013,17.9327381","40.6353594,17.9329322",74.414,"2025-11-06 14:00:02.783622","day",73,14,19
68,779695221,"Via San Giovanni Bosco","tertiary","40.6293468, 17.9257899","40.6259461,17.9281479",446.717,"2025-11-06 14:00:02.783622","day",427,97,16
69,380169690,"Viale Aldo Moro","tertiary","40.6296195,17.938271","40.6304466,17.9398572",162.63,"2025-11-06 14:00:02.783622","day",165,32,19
70,442128402,"Via Cappuccini","tertiary","40.6329579,17.9246253","40.6320356,17.9237829",124.897,"2025-11-06 14:00:02.783622","day",125,22,20
71,267558737,"Via San Giovanni Bosco","tertiary","40.6259843,17.9282397","40.6295623,17.9258042",447.633,"2025-11-06 14:00:02.783622","day",448,84,19
72,970993470,"Via Maria Santissima Ausiliatrice","tertiary","40.6280443,17.9312522","40.628179,17.9313747",18.198,"2025-11-06 14:00:02.783622","day",19,2,34
73,654298697,"Via Palmiro Togliatti","tertiary","40.6297134,17.938191","40.6296715,17.9381088",8.367,"2025-11-06 14:00:02.783622","day",8,1,29
74,34177688,"Via Romolo","residential","40.6296701,17.9303682","40.6293166,17.9294494",87.091,"2025-11-06 14:00:02.783622","day",92,33,10
75,174081067,"Via Maria Santissima Ausiliatrice","tertiary","40.628179,17.9313747","40.6288853,17.9319869",94.004,"2025-11-06 14:00:02.783622","day",93,17,20
76,666974868,"Via Tirolo","tertiary","40.6314977,17.9364942","40.6314216,17.9365606",10.147,"2025-11-06 14:00:02.783622","day",10,2,18
79,34149874,"Via Villafranca","tertiary","40.6262354,17.9288881","40.6266123,17.9296505",77.006,"2025-11-06 14:00:02.783622","day",75,17,16
80,269414020,"Piazza Virgilio","tertiary","40.628896, 17.9320153","40.6291630, 17.9321802",20.145,"2025-11-06 14:00:02.783622","day",33,5,24
81,147950974,"Viale Aldo Moro","tertiary","40.6296715,17.9381088","40.6264022,17.9317219",651.043,"2025-11-06 14:00:02.783622","day",650,198,12
83,694786506,"Via Dalmazia","unclassified","40.6304416,17.939649","40.6312696,17.9387999",116.69,"2025-11-06 14:00:02.783622","day",114,20,21
84,269401444,"Via Veneto","residential","40.6285975,17.9328398","40.6279551,17.9315863",127.822,"2025-11-06 14:00:02.783622","day",127,42,11
85,654315472,"Viale Palmiro Togliatti","tertiary","40.6248557,17.9289271","40.6261358,17.931437",255.56,"2025-11-06 14:00:02.783622","day",255,76,12
86,648875350,"Via Imperatore Augusto","residential","40.6330248,17.9319857","40.6325555,17.9324393",64.719,"2025-11-06 14:00:02.783622","day",66,16,15
88,268266406,"Via Appia","tertiary","40.6266695,17.9207602","40.6281291,17.9233088",269.769,"2025-11-06 14:00:02.783622","day",273,78,13
89,34038714,"Piazza Sapri","unclassified","40.6269046,17.92435","40.6261175,17.9242876",87.564,"2025-11-06 14:00:02.783622","day",86,11,28
90,177113358,"Via Tirolo","tertiary","40.6314216,17.9365606","40.6305652,17.9373533",116.653,"2025-11-06 14:00:02.783622","day",117,24,18
91,653583340,"Via Sant'Angelo","tertiary","40.6261358,17.931437","40.6250114,17.931222",126.21,"2025-11-06 14:00:02.783622","day",127,24,19
92,34149863,"Viale Porta Pia","unclassified","40.6261175,17.9242876","40.6238624,17.9253274",276.255,"2025-11-06 14:00:02.783622","day",276,41,24
94,666974873,"Viale Commenda","tertiary","40.631544,17.9367754","40.6326409,17.9388995",217.118,"2025-11-06 14:00:02.783622","day",223,32,25
95,271251490,"Viale San Giovanni Bosco","tertiary","40.62508673, 17.9288626","40.6259843,17.9282397",131.047,"2025-11-06 14:00:02.783622","day",111,43,9
96,498901354,"Via Appia","tertiary","40.632210066, 17.9304609","40.6357102,17.9367417",663.858,"2025-11-06 14:00:02.783622","day",658,123,19
97,671336026,"Via Imperatore Adriano","residential","40.6299489,17.932291","40.6303549,17.9322415",45.279,"2025-11-06 14:00:02.783622","day",48,15,12
98,661012211,"Piazza Curtatore","unclassified","40.6273918,17.9242061","40.6271903,17.9243617",25.961,"2025-11-06 14:00:02.783622","day",26,5,19
99,34063496,"Via Cappuccini","tertiary","40.6366139,17.9339618","40.6329579,17.9246253",917.772,"2025-11-06 14:00:02.783622","day",917,136,24
100,177113363,"Via Imperatore Augusto","residential","40.6325555,17.9324393","40.6303202,17.9342057",290.328,"2025-11-06 14:00:02.783622","day",288,54,19
101,764621509,"Via Villafranca","tertiary","40.6259843,17.9282397","40.6262354,17.9288881",61.54,"2025-11-06 14:00:02.783622","day",59,20,11
102,764621509,"Piazza Curtatore","unclassified","40.6274241,17.9240946","40.6273918,17.9242061",10.391,"2025-11-06 14:00:02.783622","day",14,3,17
103,694786507,"Viale Aldo Moro","tertiary","40.6261358,17.931437","40.6263117,17.9317997",36.377,"2025-11-06 14:00:02.783622","day",37,6,22
104,667011090,"Via Appia","tertiary","40.6301567,17.9268619","40.6321533,17.9304354",374.99,"2025-11-06 14:00:02.783622","day",380,87,16
105,654298715,"Via Appia","tertiary","40.6295623,17.9258042","40.6301567,17.9268619",111.212,"2025-11-06 14:00:02.783622","day",112,24,17
106,653812340,"Viale Palmiro Togliatti","tertiary","40.6249152,17.9288817","40.622755,17.9246129",433.595,"2025-11-06 14:00:02.783622","day",431,99,16
110,264520197,"Via Lucio Strabone","unclassified","40.6340614, 17.93207917","40.63456834848011, 17.93316837282767",173.084,"2025-11-06 14:00:02.783622","day",295,83,13
111,271590301,"Via Marche","unclassified","40.6303202,17.9342057","40.6284969,17.9358104",243.788,"2025-11-06 14:00:02.783622","day",244,71,12
112,336803749,"Via Irpinia","unclassified","40.6278229,17.9314176","40.6264022,17.9317219",159.9,"2025-11-06 14:00:02.783622","day",159,57,10
113,661845343,"Piazza Curtatore","unclassified","40.627026,17.9245257","40.6271903,17.9243617",22.922,"2025-11-06 14:00:02.783622","day",21,5,15
114,34177713,"Via Tor Pisana","unclassified","40.6310163,17.9405896","40.6301165,17.9413257",117.739,"2025-11-06 14:00:02.783622","day",119,15,29
115,34063491,"Piazza Antonino Di Summa","unclassified","40.6365876,17.9325344","40.636013,17.9327381",66.099,"2025-11-06 14:00:02.783622","day",67,16,15
117,34024917,"Piazza Japigia","unclassified","40.6278229,17.9314176","40.628179,17.9313747",40.874,"2025-11-06 14:00:02.783622","day",43,7,22
118,34063498,"Via Osanna","unclassified","40.6368149,17.9339525","40.6366139,17.9339618",30.241,"2025-11-06 14:00:02.783622","day",30,6,18
119,658864891,"Via Tor Pisana","secondary","40.633235,17.938614","40.6330688,17.9387304",20.923,"2025-11-06 14:00:02.783622","day",20,2,36
120,654315473,"Via Sant'Angelo","tertiary","40.6237709,17.931391","40.6232109,17.9314857",62.7,"2025-11-06 14:00:02.783622","day",64,13,18
121,658905569,"Via Appia","tertiary","40.6295208,17.9257274","40.6295623,17.9258042",7.966,"2025-11-06 14:00:02.783622","day",6,1,22
122,269414032,"Via Imperatore Adriano","residential","40.629828 17.932367","40.6293375, 17.9321806",80.791,"2025-11-06 14:00:02.783622","day",60,23,9
124,269392907,"Viale Commenda","tertiary","40.62920684, 17.932300","40.6314216,17.9365606",446.194,"2025-11-06 14:00:02.783622","day",444,65,25
125,34038713,"Via Bezzecca","residential","40.6230623,17.9239813","40.6238624,17.9253274",145.163,"2025-11-06 14:00:02.783622","day",144,18,29
126,147950144,"Via Palmiro Togliatti","tertiary","40.6226783,17.9247332","40.6248557,17.9289271",429.443,"2025-11-06 14:00:02.783622","day",427,82,19
127,970993469,"Via San Giovanni Bosco","tertiary","40.6249152,17.9288817","40.6248557,17.9289271",7.643,"2025-11-06 14:00:02.783622","day",9,2,16
128,694586109,"Piazza Virgilio","tertiary","40.6288853,17.9319869","40.6290555,17.9321085",21.519,"2025-11-06 14:00:02.783622","day",22,3,26
130,34024889,"Via Osanna","tertiary","40.6361283,17.9362496","40.6366326,17.9345676",153.369,"2025-11-06 14:00:02.783622","day",152,24,23
131,675670233,"Via Fulvia","residential","40.630224,17.9242473","40.6305909,17.9249265",70.463,"2025-11-06 14:00:02.783622","day",295,85,12
133,34177714,"Via Tor Pisana","unclassified","40.6312266,17.9404177","40.6310163,17.9405896",27.516,"2025-11-06 14:00:02.783622","day",28,5,20
134,34058799,"Via Cappuccini","tertiary","40.6309155,17.9215916","40.6283017,17.9195678",345.537,"2025-11-06 14:00:02.783622","day",342,90,14
135,653812342,"Viale Commenda","tertiary","40.6316171,17.9367225","40.6314977,17.9364942",23.428,"2025-11-06 14:00:02.783622","day",26,4,23
136,380169691,"Viale Aldo Moro","tertiary","40.6304416,17.939649","40.6297134,17.938191",147.499,"2025-11-06 14:00:02.783622","day",148,37,14
137,653812355,"Piazza Japigia","residential","40.6279551,17.9315863","40.6280683,17.9314346",17.965,"2025-11-06 14:00:02.783622","day",17,5,12
138,666974871,"Viale Martiri delle Fosse Ardeatine","tertiary","40.6296715,17.9381088","40.6295813,17.9381902",12.156,"2025-11-06 14:00:02.783622","day",10,3,12
139,666974871,"Via Giuseppe Maria Galanti","unclassified","40.6241394,17.929566","40.6232109,17.9314857",195.729,"2025-11-06 14:00:02.783622","day",194,35,20
141,682270672,"Viale Palmiro Togliatti","tertiary","40.6264022,17.9317219","40.6262613,17.9314553",27.452,"2025-11-06 14:00:02.783622","day",29,7,15
142,654298717,"Via Appia","tertiary","40.62817944, 17.92332","40.6295208,17.9257274",256.429,"2025-11-06 14:00:02.783622","day",252,54,17
143,970993468,"Viale Palmiro Togliatti","tertiary","40.6262613,17.9314553","40.6249152,17.9288817",264.137,"2025-11-06 14:00:02.783622","day",267,79,12
146,970993470,"Via Maria Santissima Ausiliatrice","tertiary","40.628179,17.9313747","40.6280443,17.9312522",18.198,"2025-11-06 14:00:02.783622","day",19,2,34
147,970987839,"Via Giuseppe Maria Galanti","unclassified","40.6241394,17.929566","40.6246118,17.9291277",64.265,"2025-11-06 14:00:02.783622","day",63,18,13
148,764621509,"Via Villafranca","tertiary","40.6262354,17.9288881","40.6259843,17.9282397",61.54,"2025-11-06 14:00:02.783622","day",59,18,12
149,970993468,"Piazza Curtatore","unclassified","40.6273918,17.9242061","40.6274241,17.9240946",10.391,"2025-11-06 14:00:02.783622","day",14,2,25
150,694786506,"Piazza Virgilio","tertiary","40.6290555,17.9321085","40.6288853,17.9319869",21.519,"2025-11-06 14:00:02.783622","day",22,2,40
152,970987839,"Piazza Curtatore","unclassified","40.6271903,17.9243617","40.627026,17.9245257",22.922,"2025-11-06 14:00:02.783622","day",21,10,8
153,764621509,"Piazza Curtatore","unclassified","40.6271903,17.9243617","40.6273918,17.9242061",25.961,"2025-11-06 14:00:02.783622","day",26,4,23
156,658905569,"Via Appia","tertiary","40.6295623,17.9258042","40.6295208,17.9257274",7.966,"2025-11-06 14:00:02.783622","day",6,1,22
157,658864891,"Via Tor Pisana","secondary","40.6330688,17.9387304","40.633235,17.938614",20.923,"2025-11-06 14:00:02.783622","day",20,2,36
159,654315473,"Via Sant'Angelo","tertiary","40.6232109,17.9314857","40.6237709,17.931391",62.7,"2025-11-06 14:00:02.783622","day",64,8,29
160,654298717,"Via Appia","tertiary","40.6295208,17.9257274","40.62817944, 17.92332",256.429,"2025-11-06 14:00:02.783622","day",252,110,8
161,654298716,"Via Bezzecca","unclassified","40.6246742,17.9268147","40.6238624,17.9253274",156.509,"2025-11-06 14:00:02.783622","day",162,22,27
162,653583340,"Via Sant'Angelo","tertiary","40.6250114,17.931222","40.6261358,17.931437",126.21,"2025-11-06 14:00:02.783622","day",127,33,14
163,653583339,"Via Giuseppe Maria Galanti","unclassified","40.6246118,17.9291277","40.6248557,17.9289271",31.969,"2025-11-06 14:00:02.783622","day",455,148,11
164,653559084,"Via Sant'Angelo","tertiary","40.6237709,17.931391","40.6250114,17.931222",138.494,"2025-11-06 14:00:02.783622","day",136,18,27
168,430287038,"Via Tor Pisana","unclassified","40.6312266,17.9404177","40.6323351,17.9392841",156.077,"2025-11-06 14:00:02.783622","day",157,18,31
170,34177713,"Via Tor Pisana","unclassified","40.6301165,17.9413257","40.6310163,17.9405896",117.739,"2025-11-06 14:00:02.783622","day",119,15,29
171,34177700,"Via Sant'Angelo","tertiary","40.6204335,17.933536","40.6232109,17.9314857",356.715,"2025-11-06 14:00:02.783622","day",358,51,25
172,34177699,"Via Giuseppe Maria Galanti","unclassified","40.6232109,17.9314857","40.6241394,17.929566",195.729,"2025-11-06 14:00:02.783622","day",194,27,26
173,34149875,"Via Bezzecca","unclassified","40.6252705,17.9270064","40.6246742,17.9268147",68.302,"2025-11-06 14:00:02.783622","day",68,12,20
174,34149874,"Via Villafranca","tertiary","40.6266123,17.9296505","40.6262354,17.9288881",77.006,"2025-11-06 14:00:02.783622","day",75,18,15
175,34149866,"Via Don Giovanni Minzoni","residential","40.630224,17.9242473","40.6295261,17.9228975",138.021,"2025-11-06 14:00:02.783622","day",389,97,14
176,34100020,"Via Magenta","unclassified","40.6284167,17.9264755","40.6273918,17.9242061",223.303,"2025-11-06 14:00:02.783622","day",224,33,24
177,34063497,"Via Osanna","unclassified","40.6373214,17.9314245","40.6368149,17.9339525",224.996,"2025-11-06 14:00:02.783622","day",224,95,8
180,34038713,"Via Bezzecca","residential","40.6238624,17.9253274","40.6230623,17.9239813",145.163,"2025-11-06 14:00:02.783622","day",144,22,24
181,34024922,"Via Maria Santissima Ausiliatrice","tertiary","40.6280443,17.9312522","40.6266123,17.9296505",209.455,"2025-11-06 14:00:02.783622","day",207,27,28
183,34024916,"Via Sicilia","unclassified","40.6271409,17.9315399","40.630295, 17.9371378",619.687,"2025-11-06 14:00:02.783622","day",593,100,21
184,34024888,"Via Grazia Balsamo","unclassified","40.6295208,17.9257274","40.631874,17.9237496",310.676,"2025-11-06 14:00:02.783622","day",317,65,18
186,336803749,"Via Irpinia","unclassified","40.6264022,17.9317219","40.6278229,17.9314176",159.9,"2025-11-06 14:00:02.783622","day",159,40,14
187,269414020,"Piazza Virgilio","tertiary","40.6291630, 17.9321802","40.628896, 17.9320153",20.145,"2025-11-06 14:00:02.783622","day",33,4,30
188,268266406,"Via Appia","tertiary","40.6279129735465, 17.922852408072835","40.6266695,17.9207602",269.769,"2025-11-06 14:00:02.783622","day",568,241,8
189,267558714,"Via Romolo","unclassified","40.6293345, 17.929365","40.6285049,17.9271399",215.185,"2025-11-06 14:00:02.783622","day",210,37,20
190,267552004,"Via Alessandro Favia","residential","40.6287697,17.9227031","40.62926491849922, 17.922304404392236",209.228,"2025-11-06 14:00:02.783622","day",62,10,22
191,267551992,"Via Don Giovanni Minzoni","residential","40.629251090232906, 17.92231799053386","40.6295261,17.9228975",63.092,"2025-11-06 14:00:02.783622","day",58,9,23
192,267273116,"Via Osanna","unclassified","40.6376194,17.9309272","40.6373214,17.9314245",53.839,"2025-11-06 14:00:02.783622","day",54,27,7
193,174081067,"Via Maria Santissima Ausiliatrice","tertiary","40.6288853,17.9319869","40.628179,17.9313747",94.004,"2025-11-06 14:00:02.783622","day",93,12,28
194,161201131,"Via Solferino","unclassified","40.62721767, 17.9272157","40.6262283, 17.925306",204.062,"2025-11-06 14:00:02.783622","day",195,47,15
